city,km5,km10,km15,km20,hm,km25,km30,km35,km40,time,cat,place,cat_place
Almere,1577,3147,4717,6361,6736,8085,9905,11762,13973,14854,MSR,5061,994
Nijmegen,1278,2574,3871,5106,5387,6358,7599,8854,10101,10614,M35,429,79
Las Rozas de Madrid,1198,2402,3607,4822,5092,6034,7269,8550,9831,10377,M35,304,61
Barendrecht,1841,3622,5404,7211,7614,9094,11208,13452,15807,16762,MSR,6798,1216
NSL,1651,3218,4786,6339,6682,7857,9345,10828,12383,13065,M45,2389,435
Berkel en Rodenrijs,1580,3116,4653,6161,6490,7655,9165,10686,12207,12827,MSR,2086,486
Zwijndrecht,2124,4283,6442,8658,9120,10851,12911,15264,17706,18758,MSR,7426,1324
Loopgroep PK,1750,3581,5412,7204,7665,9072,10852,12687,14428,15149,M50,5411,627
Nieuwegein,1532,2975,4419,5849,6169,7288,8736,10171,11667,12311,M45,1487,275
Budapest,1086,2192,3298,4395,4643,5505,6602,7701,8887,9408,MSR,123,75
No-Limits,1540,2986,4433,5908,6232,7373,8879,10411,11943,12624,M50,1887,189
Eindhoven,1651,3367,5084,6871,7274,8709,10607,12579,14807,15774,M35,5956,735
NOP,1167,2317,3467,4627,4889,5806,7010,8244,9546,10112,MSR,240,107
Helmond,1535,3059,4584,6134,6471,7719,9267,11186,13466,14236,M40,4279,844
Amsterdam,1644,3292,4940,6603,6968,8246,9884,11600,13490,14303,MSR,4352,878
Rotterdam,1632,3293,4954,6602,6989,8314,10012,11742,13584,14307,M40,4267,840
Rotterdam,1727,3402,5077,6739,7105,8403,10070,11770,13533,14291,M45,4099,736
Leioa,1783,3502,5222,6943,7322,8667,10377,12092,13848,14585,M55,4967,245
Drongen,1515,3021,4527,6073,6437,7720,9443,11282,13121,13860,M50,3540,403
Sparta,1487,2906,4325,5807,6142,7367,9160,11244,13459,14291,M55,4127,195
avVN,1675,3354,5034,6746,7127,8463,10221,11966,13697,14445,M55,4534,218
Spijkenisse,1523,3081,4640,6166,6509,7710,9292,10943,12779,13619,MSR,3336,702
Vlaardingen,1654,3267,4881,6452,6796,8050,9634,11231,12957,13675,M45,3452,626
Hardinxveld-Giessendam,1427,2843,4259,5693,6015,7133,8566,9994,11500,12118,MSR,1372,337
Zoetermeer,1862,3803,5744,7742,8229,9844,11905,13952,16044,16914,MSR,6912,1243
Jacksonville,1908,3675,5443,7311,7745,9167,10927,12764,14626,15415,M40,5838,1071
Waddinxveen,1863,3597,5332,6986,7356,8626,10272,12108,14047,14878,MSR,5280,1028
Delft,1668,3354,5040,6765,7157,8507,10211,11920,13665,14443,M70,4541,5
Alkmaar,1752,3513,5275,7056,7478,8900,10743,12630,14566,15400,M65,5802,47
Zoetermeer,1523,3066,4610,6226,6603,8018,9844,11863,13890,14757,M40,4755,915
Zuidbroek,1522,2985,4448,5926,6261,7424,8934,10543,12394,13177,M40,2409,481
Zelhem,1687,3377,5067,6729,7103,8374,10051,11914,13840,14641,MSR,4809,948
Woluwe Saint Lambert,1246,2480,3714,4958,5241,6224,7488,8764,10052,10580,MSR,409,145
Almere,1622,3200,4779,6313,6687,7886,9466,11872,14004,14916,MSR,5001,985
Berkel en Rodenrijs,1703,3397,5092,6783,7158,8476,10198,11902,14081,14960,MSR,5166,1012
Oudenbosch,1849,3735,5622,7503,7942,9456,11567,13725,15927,16831,MSR,6858,1234
Delft,1649,3182,4716,6238,6612,7854,9425,11095,12879,13668,MSR,3315,701
Amsterdam,1569,3093,4618,6144,6482,7678,9221,10728,12349,13010,M45,2192,407
Koblenz,1686,3322,4959,6624,6988,8246,9887,11526,13190,13891,M40,3907,771
Valkenburg Zh,1849,3667,5486,7285,7704,9209,11056,13073,15265,16247,M35,6407,771
's-Hertogenbosch,1885,3775,5666,7560,7994,9542,11591,13911,16479,17437,MSR,7171,1280
Maassluis,1810,3607,5404,7183,7586,8984,10886,12716,14422,15161,M35,5470,703
Fiorentino,1513,2992,4472,5953,6282,7434,8920,10389,11877,12498,MSR,1671,405
Rotterdam,1800,3661,5522,7628,8051,9526,11510,13805,16287,17155,M35,7025,812
Rotterdam,1840,3686,5533,7384,7790,9243,11189,13261,15416,16354,M35,6502,776
Kapelle,1744,3532,5321,7207,7613,9050,10974,12939,14877,15677,M45,5961,998
Rotterdam,1889,3783,5678,7559,7983,9516,11567,13907,16163,17149,M55,7058,383
Roma,1234,2473,3712,4952,5224,6188,7420,8660,9909,10448,M45,331,30
Voorburg,1569,3027,4485,5975,6311,7506,9102,10778,12610,13459,M45,2853,523
Berlicum Nb,1563,3126,4689,6231,6574,7781,9330,11165,13035,13838,M35,3572,506
Trujillo Alto,1212,2416,3620,4820,5091,6063,7305,8521,9813,10406,M40,313,53
Nova Milanese,1355,2728,4102,5474,5783,6862,8260,9673,11541,12209,M45,1430,263
Frankfurt,1412,2707,4003,5310,5610,6646,7977,9336,10710,11274,M45,725,121
Novate Milanese MI,1467,2924,4382,5841,6164,7317,8850,10578,12515,13291,M45,2735,504
Rotterdam,1652,3311,4971,6684,7125,8605,10511,12637,14779,15598,MSR,5785,1101
Delta Sport,1687,3385,5083,6852,7239,8601,10352,12122,13909,14659,M45,4780,841
London,1042,2083,3125,4175,4413,5234,6283,7331,8396,8868,MSR,73,57
IJsselstein Ut,1629,3277,4925,6586,6954,8251,9943,11697,13596,14436,M45,4486,797
Senden,1410,2781,4153,5543,5862,6956,8354,10076,11590,12240,MSR,1381,340
Westervoort,1616,3224,4832,6448,6805,8081,9779,11439,13144,13870,M35,3496,499
Leiderdorp,1595,3205,4815,6386,6738,8034,9679,11546,13350,14103,M35,3982,552
THOR,1214,2358,3502,4670,4933,5846,7031,8235,9509,10078,M45,231,12
Roma,1450,2797,4145,5494,5796,6879,8261,9635,11016,11593,M45,971,179
Hardloopclub Amsterdam,1770,3441,5112,6811,7193,8523,10293,12123,14269,15131,M55,5239,266
Schiedam,1686,3182,4678,6170,6506,7680,9215,10860,12600,13339,MSR,3110,668
Cork,1159,2332,3506,4695,4963,5896,7105,8321,9589,10137,MSR,247,111
Amsterdam,1456,2901,4347,5814,6142,7322,8868,10483,12297,13130,M55,2414,96
Leiden Road Runners Club,1197,2401,3606,4855,5136,6112,7396,8687,10047,10669,M45,405,49
Lüdenscheid,1560,3172,4784,6409,6819,8076,9734,11462,13419,14255,M40,4020,794
Loopgroep Astrea,1776,3586,5397,7322,7791,9347,11365,13453,15456,16219,M45,6541,1089
Bolsward,1715,3479,5244,7019,7411,8791,10559,12426,14650,15629,M60,5834,126
Yerville,1510,3059,4608,6158,6507,7714,9290,10908,12572,13269,M35,2573,396
Staden,1440,2862,4284,5735,6055,7204,8705,10215,11839,12569,M40,1823,369
Bielefeld,1568,3094,4621,6085,6411,7540,8986,10465,12093,12786,M50,2183,230
Bergen op Zoom,1654,3291,4928,6544,6902,8151,9769,11383,13301,14138,MSR,4138,841
Apeldoorn,1655,3292,4929,6544,6904,8152,9770,11384,13006,13635,MSR,3356,704
Haag Atletiek,1508,2999,4491,5978,6335,7486,8982,10594,12315,13098,M60,2361,39
Wijngaarden Zh,1959,4041,6123,8231,8710,10363,12508,14670,16892,17842,M65,7273,66
Haarlemmermeer,1645,3272,4900,6574,6957,8329,10128,12009,14061,14929,M55,5032,254
Groningen,1633,3264,4896,6555,6917,8208,9862,11681,13707,14352,MSR,4452,898
De Koplopers,1643,3275,4908,6550,6916,8192,9831,11514,13228,13971,M55,3643,165
Oosterhout Nb,1810,3569,5328,7055,7450,8836,10605,12468,14306,15050,M40,5443,1017
Leiden,1793,3571,5350,7138,7534,8941,10727,12534,14586,15361,M55,5734,304
Scherpenzeel Gld,1712,3407,5103,6824,7206,8528,10222,12011,14036,14965,M40,5264,992
Nijmegen,1574,3196,4818,6460,6829,8123,9871,11724,13733,14534,M40,4470,874
Berkel en Rodenrijs,1834,3697,5560,7427,7883,9581,11791,14278,16517,17421,M40,7168,1230
Haastrecht,1656,3301,4946,6560,6918,8223,9852,11469,13103,13763,M45,3551,643
Amsterdam,1686,3243,4800,6529,7045,8698,10864,13480,18272,19392,MSR,7477,1332
Prins Hendrik,1510,2987,4464,5955,6283,7449,8953,10420,11923,12586,M45,1790,339
AV Oirschot,1551,3137,4723,6351,6713,7972,9623,11285,12943,13634,M65,3055,16
De Meern,1434,2820,4206,5576,5885,6954,8333,9719,11166,11787,MSR,1140,288
Sittard,1324,2589,3854,5119,5406,6390,7678,8974,10342,10916,M35,584,103
Winschoten,1549,3067,4586,6099,6431,7605,9135,10656,12286,12999,M40,2269,453
Schiedam,1786,3708,5631,7640,8103,9688,11714,13849,16138,16945,M50,6901,795
De Spartaan,1672,3323,4975,6609,6970,8287,9960,11686,13558,14334,M45,4532,806
Alphen Nb,1577,3124,4672,6201,6538,7720,9230,10855,12689,13470,M50,2967,333
Arnhem,1317,2614,3912,5225,5515,6542,7828,9112,10425,10974,MSR,647,203
Gorinchem,1589,3299,5010,6700,7080,8398,10020,11640,13218,13944,M45,4312,763
Drachten,1664,3316,4969,6550,6898,8122,9564,11048,12636,13348,MSR,3003,649
Roma,1500,2988,4476,5974,6308,7471,8965,10571,12242,12954,M50,2295,247
Frethun,1676,3368,5060,6766,7163,8540,10417,12770,15175,16046,MSR,6262,1158
St Amand Les Eaux,1464,2829,4195,5570,5899,6984,8391,9859,11450,12088,M50,1306,120
Feignies,1432,2778,4125,5496,5802,6921,8421,10309,12314,13668,M45,3261,589
Chios Island,1005,1997,2989,3999,4224,5023,6051,7074,8090,8525,MSR,41,35
Sulzbach,1661,3330,5000,6651,7023,8321,10040,11768,13838,14703,M50,4946,580
Ede Gld,1713,3408,5103,6824,7205,8528,10221,11884,13590,14309,MSR,4526,910
Arnhem,1316,2614,3912,5232,5534,6600,8019,9490,11109,11832,MSR,1199,297
Energie,1806,3585,5365,7150,7558,8966,11112,13203,15582,16552,M40,6723,1183
Rotterdam,1586,3116,4646,6151,6494,7670,9279,11877,14085,15067,MSR,5336,1038
Twello,1767,3579,5391,7232,7667,9131,11028,13026,15162,16077,M45,6298,1057
Berlin,1524,3004,4484,6007,6362,7657,9325,11301,13082,13789,M35,3465,495
Zwolle,1695,3304,4914,6544,6992,8369,10184,12258,14458,15417,M45,5522,934
Rotterdam,1593,3136,4680,6196,6534,7739,9304,10968,12693,13424,M40,2788,556
Genova,1419,2845,4272,5708,6023,7129,8538,9941,11384,12006,M40,1251,256
Herzeliya,1806,3642,5479,7327,7758,9280,11356,13677,16028,16935,M40,6924,1204
Spirit Oud Beijerland,1336,2694,4053,5434,5740,6824,8223,9640,11082,11714,M50,934,78
Turku,1234,2416,3598,4786,5053,5977,7179,8392,9758,10402,MSR,327,131
Nistelrode,1640,3289,4939,6623,7019,8379,10287,12417,9779,15477,MSR,5683,1089
's-Gravenhage,1606,3262,4919,6618,6999,8395,10261,12309,16213,20118,M50,7521,852
Nivelles,1429,2811,4194,5588,5901,7004,8420,9872,11353,11959,MSR,1223,302
Haarlem,1610,3292,4975,6668,7058,8412,10108,11867,13816,14625,M45,4914,857
Paris,1206,2401,3597,4788,5052,5981,7213,8453,9740,10296,MSR,287,124
Amsterdam,1446,2826,4207,5564,5876,6948,8354,9823,11643,12479,M35,1726,285
Trondheim,1337,2665,3993,5332,5635,6685,8029,9401,10808,11393,M45,806,141
Almere '81,1536,3040,4545,5972,6288,7417,8971,10540,12209,12916,M40,2283,458
Rotterdam,1322,2686,4050,5411,5715,6790,8170,9550,10948,11544,M45,810,145
's-Gravenzande,1916,3767,5618,7500,7969,9448,11405,13504,15562,16459,M40,6647,1174
Valhuon,1545,3072,4600,6140,6486,7699,9226,10804,12460,13166,M45,2426,445
Valhuon,1736,3479,5223,6982,7393,8780,10513,12329,14169,14938,M50,5257,610
Landgraaf,1749,3531,5313,7106,7579,8997,10810,12897,15043,15974,M55,6237,342
Schaffen-Diest,1691,3418,5146,6844,7205,8497,10174,11909,13667,14323,MSR,4261,861
Amstelveen,2080,4123,6166,8315,8805,10543,12795,15223,17584,18563,M55,7403,407
Buggenhout,1072,2185,3298,4435,4696,5584,6719,7922,9184,9714,MSR,155,83
Fukuoka,1351,2705,4059,5423,5730,6828,8236,9750,11184,11837,M60,1020,8
Papendrecht,1628,3210,4792,6344,6693,7965,9565,11162,12749,13414,M45,3038,549
Dublin,1174,2340,3507,4680,4944,5863,7047,8224,9441,9962,MSR,206,97
Meteren,1586,3162,4738,6321,6666,7897,9513,11264,13187,13981,M35,3688,516
Rotterdam,1413,2710,4008,5388,5707,6835,8336,9956,11575,12233,M40,1543,315
Hellas,1655,3344,5034,6650,7015,8282,9930,11648,13371,14120,M50,4089,471
Zulte,1763,3517,5271,7053,7453,8844,10654,12490,14354,15152,MSR,5544,1071
Overijse,1362,2659,3957,5264,5553,6563,7850,9197,10577,11153,M45,676,110
Santa Maria Di Sala,1833,3662,5491,7334,7751,9218,11131,13058,14979,15869,M55,6204,339
Vicenza,1370,2693,4017,5359,5662,6708,8049,9397,10809,11440,M40,900,185
Altis,1658,3287,4916,6518,6882,8143,9711,11347,13027,13727,M45,3577,648
Melsele,1480,2965,4450,5924,6255,7418,8940,10482,12019,12709,M40,2009,401
AV '47,1507,2966,4425,5887,6213,7363,8843,10546,12522,13352,M60,2864,51
Breda,1642,3193,4745,6250,6594,7768,9298,10816,12393,13049,M40,2471,494
Miami,1159,2318,3477,4642,4911,5809,6961,8131,9347,9877,M35,189,39
Utrecht,1859,3715,5572,7405,7812,9281,11145,13039,15005,15767,M40,6161,1114
Belgium,1220,2413,3606,4809,5091,6069,7308,8566,9865,10412,M45,319,27
Merchtem,1071,2184,3298,4431,4691,5582,6754,7965,9259,9830,MSR,180,89
Brussels,1579,3160,4741,6275,6622,7819,9358,10941,12542,13183,M35,2572,395
Noordbroek,1557,3050,4543,6062,6409,7623,9302,11124,13149,14015,M55,3815,178
Berlare,1609,3214,4820,6400,6736,7911,9405,10883,12376,13013,M45,2491,457
Venlo,1698,3432,5167,6837,7213,8552,10261,11951,13655,14369,M40,4616,894
THOR,1782,3549,5316,7026,7507,8886,10609,12439,14379,15172,M55,5549,286
Deal,1261,2534,3807,5088,5374,6382,7686,9013,10461,11127,MSR,625,194
Deal,1261,2533,3806,5087,5374,6381,7685,8976,10223,10765,M45,480,71
Pijnacker,1671,3366,5062,6782,7167,8538,10297,12152,14052,14839,M45,5094,888
Passaat,1491,2978,4465,5908,6242,7375,8809,10234,11703,12340,M60,1694,20
Krimpen aan den IJssel,1716,3350,4984,6637,7023,8375,10130,12040,14136,15075,M50,5412,628
Rotterdam,1765,3547,5330,7078,7460,8782,10504,12169,13950,14758,MSR,5055,992
Istanbul,1747,3454,5162,6902,7291,8648,10449,12411,14228,15032,M35,5040,664
De Rijp,1896,3806,5717,7600,8026,9664,11794,14057,16378,17341,M45,7120,1164
PAC,1212,2433,3655,4883,5160,6131,7378,8629,9941,10526,M45,345,35
Wattrelos,1329,2605,3881,5191,5486,6558,7988,9525,11124,11804,M35,1014,172
Vilvoorde,1135,2241,3347,4466,4725,5616,6762,7923,9101,9606,M35,143,29
LOGO,1813,3574,5335,7120,7515,8928,10772,12643,14514,15353,M50,5804,678
Dynamica,1368,2765,4162,5608,5938,7129,8642,10259,11960,12682,M45,1879,358
Dynamica,1281,2549,3817,5112,5407,6402,7687,9012,10346,10882,MSR,523,173
Tilburg,1557,3168,4780,6463,6878,8452,10350,12701,15118,16171,MSR,6198,1145
"Mexico City, D.F.",1473,2813,4153,5651,5992,7229,8905,10974,12823,13671,M50,3219,367
Krimpen aan den IJssel,1777,3533,5290,6978,7361,8710,10462,12266,14095,14820,M50,4929,576
Rotterdam,1353,2735,4118,5520,5826,6882,8283,9726,11257,11891,MSR,1076,277
Fes,1472,2951,4430,5931,6284,7526,9133,10932,12748,13544,M45,2991,543
Olympus '70,1645,3310,4976,6691,7085,8411,10113,11890,13685,14496,M50,4550,530
Boutersem,1373,2734,4095,5482,5796,6895,8288,9767,11387,12008,M45,1307,248
Oirsbeek,1603,3177,4752,6339,6695,7938,9567,11242,13079,13845,M40,3385,671
Beveren-Waas,1821,3644,5467,7702,8227,10071,12428,14933,17436,18425,MSR,7402,1318
Zaanland,1557,3066,4575,6113,6459,7672,9297,11040,13238,14105,M50,3857,442
's-Gravenhage,1323,2659,3995,5348,5647,6732,8190,9731,11546,12313,MSR,1396,346
Rheda-Wiedenbrück,1331,2617,3904,5226,5529,6603,8037,9541,11129,11811,M45,1101,204
Zwijndrecht,1761,3536,5311,7114,7524,8955,10780,12620,14591,15368,MSR,5526,1068
Rotterdam Atletiek,1718,3467,5217,6946,7338,8679,10570,12369,14177,14947,M65,5102,36
Almere,1478,3131,4785,6637,7066,8599,10683,13285,15770,16564,M35,6578,784
Duivendrecht,1552,3142,4733,6311,6656,7877,9427,10979,12540,13161,M40,2605,520
Laren Nh,1919,3868,5818,7755,8198,9751,11625,13517,15641,16484,M45,6679,1112
Hellevoetsluis,1935,3835,5735,7794,8255,9835,12079,14270,16462,17339,MSR,7086,1266
Barendrecht,1568,3106,4645,6198,6571,7840,9512,11377,13451,14244,M40,4055,800
Rotterdam,1577,3090,4604,6092,6435,7555,8984,10796,12657,13466,MSR,3077,663
Babberich,1527,2942,4357,5774,6102,7207,8660,10083,11526,12130,M50,1361,129
Goirle,1871,3753,5635,7512,7934,9430,11309,13386,15747,16694,M50,6838,786
Passaat,1703,3341,4979,6664,7032,8340,10094,11998,13922,14745,M50,4807,559
Fortuna,1772,3528,5284,7056,7453,8841,10624,12686,14807,15753,M55,6025,324
Zaffelare,1533,3022,4512,6000,6329,7476,8926,10353,11809,12441,M50,1749,173
Rotterdam,1603,3260,4917,6619,7013,8329,9984,11855,13410,14002,M45,3619,657
Schoorl,1756,3524,5293,7063,7461,8845,10621,12393,14167,14829,M35,5148,674
Eindhoven,1799,3578,5357,7185,7592,9028,10898,12784,14628,15402,M35,5790,722
Rotterdam,1397,2769,4141,5501,5808,6904,8263,9671,11265,11907,M40,1139,235
Groningen,1593,3118,4643,6193,6543,7745,9311,10897,12495,13169,M55,2660,113
Capelle aan den IJssel,1884,3771,5659,8070,8946,11080,13985,16744,19741,21051,MSR,7537,1339
Houten,1381,2759,4137,5518,5823,6920,8301,9675,11064,11641,M45,1034,189
Houten,1382,2759,4137,5517,5824,6896,8276,9666,11065,11686,M45,1066,194
Rotterdam,1581,3200,4820,6481,6870,8244,10092,12035,14149,15048,M55,5217,263
Loopgroep Aart Stigter,1151,2288,3425,4581,4843,5762,6945,8146,9452,10028,M40,220,31
Salland,1777,3547,5317,7104,7565,8879,10645,12414,14172,14881,M50,5258,611
Evergem,1654,3227,4800,6315,6649,7815,9317,10855,12476,13136,MSR,2397,536
AV Gouda,1376,2763,4150,5530,5833,6903,8305,9863,11586,12319,M50,1398,136
Lelystad,1293,2572,3851,5147,5439,6451,7770,9094,10439,11027,M35,582,102
Hank,1690,3329,4969,6625,6982,8253,9901,11614,13388,14105,M50,4214,486
Rotterdam,1460,2755,4051,5428,5732,6804,8406,10152,12091,12945,MSR,2198,504
Leerdam,1653,3236,4820,6394,6745,7985,9632,11374,13334,14156,M50,4224,488
Rotterdam,1754,3439,5125,6785,7147,8476,10167,11835,13556,14290,MSR,4385,885
Breda,1880,3723,5567,7399,7798,9217,11088,12950,14843,15619,M40,5918,1081
Fortuna,1623,3257,4891,6523,6893,8167,9809,11451,13143,13857,M50,3393,387
Montfoort,1518,3064,4610,6211,6564,7821,9484,11162,13028,13763,M40,3450,681
Spijkenisse,1727,3439,5151,7043,7479,8999,10889,12533,14167,14854,M50,5298,614
Loopgroep Aart Stigter,1221,2465,3709,4969,5251,6253,7554,8901,10256,10823,M45,502,77
Rotterdam,1742,3438,5135,6809,7181,8531,10265,12046,14006,14828,MSR,5161,1010
Capelle aan den IJssel,1605,3180,4756,6333,6685,7912,9595,11384,13285,14107,M45,3825,691
Zevenaar,1496,3019,4542,5982,6296,7383,8778,10230,11851,12565,M45,1923,362
's-Gravenhage,1704,3365,5027,6706,7075,8380,10101,12447,14668,15587,MSR,5682,1088
Delft,1411,2758,4106,5462,5870,6953,8422,9946,11530,12218,M35,1498,259
's-Gravenhage,1506,2916,4327,5775,6094,7227,8706,10322,12212,12999,M50,2346,252
Gouda,1690,3366,5043,6731,7111,8432,10190,11954,14132,14993,M35,5401,694
Voorschoten '97,1735,3462,5190,6953,7354,8767,10623,12623,14704,15590,M55,5942,317
Amersfoort,1261,2538,3815,5108,5386,6501,7899,9317,10865,11530,M40,970,201
Typhoon,1745,3447,5149,6936,7322,8666,10460,12491,14463,15149,M55,5395,279
Nave,1464,2933,4402,5848,6167,7351,8865,10468,12303,13027,M40,2259,449
Düsseldorf,1890,3914,5939,8057,8632,10370,12651,15169,17805,18729,M45,7448,1206
Espoo,1081,2185,3289,4386,4635,5496,6630,7818,9146,9728,M35,159,31
Almere '81,1658,3283,4908,6549,6913,8175,9813,11462,13135,13875,M55,3946,181
Drunen,1866,3717,5568,7412,7828,9354,11222,13158,15199,16067,M50,6289,727
Aarschot,1572,3038,4505,5977,6310,7488,9032,10748,12597,13363,M50,2747,294
Alblasserdam,1792,3565,5338,7234,7677,9215,11206,13431,15793,16769,MSR,6806,1221
Kouvola,1626,3236,4846,6433,6791,8054,9687,11369,13151,13951,M50,3675,419
Alblasserdam,2029,4138,6248,8445,8993,10871,13443,15964,18411,19366,MSR,7468,1330
NOP,1342,2562,3783,4992,5262,6262,7579,9043,10687,11343,M40,834,169
Naaldwijk,1757,3527,5298,7087,7492,8890,10742,12613,14669,15573,M50,5935,693
Amstelveen,1716,3446,5176,7053,7769,9327,11782,14759,17240,18111,M40,7293,1245
Den Hoorn Zh,1672,3353,5034,6725,7108,8450,10136,11761,13412,14122,M50,4121,477
Dutch Runners Basic,1813,3621,5430,7285,7732,9276,11291,13674,16196,17152,M50,7042,809
Tilburg,1559,3085,4611,6116,6436,7575,9019,10391,11795,12378,MSR,1675,407
Winmalee NSW,1126,2250,3375,4508,4762,5655,6807,7954,9120,9643,M40,149,13
Berkel en Rodenrijs,1589,3149,4709,6266,6612,7853,9512,11230,13051,13864,MSR,3469,725
Arnhem,1637,3281,4926,6537,6891,8113,9675,11397,13190,13915,M35,3980,551
Halluin,1640,3230,4821,6415,6776,8038,9628,11326,13001,13669,M50,3320,377
AV '56,1241,2499,3757,5060,5345,6330,7615,8892,10166,10707,M50,434,27
Borne,1698,3369,5041,6726,7100,8437,10212,12120,14164,14998,M50,5248,608
Spijkenisse,1639,3287,4936,6583,6946,8229,9902,11709,13918,14821,M40,4945,943
Utrecht,1546,3106,4667,6203,6553,7762,9333,10933,12639,13392,M50,2987,336
's-Gravenhage,1860,3762,5664,7548,7976,9476,11465,13497,15399,16201,MSR,6479,1184
Rotterdam,1629,3255,4881,6571,6960,8388,10149,12814,15417,16350,MSR,6357,1171
Fivelstreek,1679,3336,4993,6658,7032,8339,10037,11817,13798,14600,M45,4937,862
Dutch Runners Basic,1844,3746,5649,7599,8065,9666,12062,14239,11439,17461,M45,7142,1168
Beuningen Gld,1552,3024,4496,5962,6291,7437,8919,10444,12190,12960,M55,2229,82
Dutch Runners Basic,1634,3281,4929,6544,6912,8197,9843,11566,13495,14321,M45,4432,789
St. Willebrord,1841,3710,5580,6736,7892,9390,11352,13360,14847,16335,M55,6523,356
Coevorden,1832,3717,5602,7542,7980,9550,11665,14124,16432,17346,M45,7038,1154
Sprang-Capelle,1609,3139,4669,6165,6497,7653,9193,10745,12397,13118,M55,2367,92
Hoogvliet Rotterdam,1735,3592,5450,7612,8083,9819,12481,15184,18398,19405,M45,7475,1211
Hoogvliet Rotterdam,1735,3592,5450,7613,8084,9819,12481,15183,18398,19406,M40,7474,1263
Energie,1512,3021,4531,6017,6348,7495,8936,10395,11880,12514,M45,1679,312
Zaanland,1626,3187,4748,6292,6636,7849,9391,10911,12437,13048,M35,2286,357
Gilze,1546,2995,4444,5902,6230,7369,8867,10365,11947,12613,M50,1837,180
Eemnes,1623,3187,4751,6287,6632,7841,9403,10981,12607,13309,M45,2741,506
Littoinen,1440,2793,4147,5485,5752,6826,8172,9536,10924,11525,M45,859,156
Apeldoorn,1559,3048,4538,6039,6384,7626,9270,11066,12980,13790,MSR,3345,703
Ilion,1633,3325,5017,6773,7210,8773,10932,13778,16624,17917,MSR,7203,1286
Spark,1728,3531,5335,7210,7625,9070,10916,12801,14812,15570,M40,5876,1076
Amsterdam,1689,3345,5001,6652,7028,8335,10078,11938,13896,14769,M35,4900,648
Vorselaar,1435,2789,4144,5486,5781,6830,8198,9575,10939,11526,M55,858,14
Hooglede,1633,3152,4672,6193,6541,7750,9262,10753,12270,12909,M40,2298,463
Zwijndrecht,1909,3829,5749,7669,8100,9584,11707,14265,16858,18076,M35,7325,835
Hooglede,1633,3153,4674,6194,6542,7751,9350,11098,12972,13681,M35,3425,492
Rotterdam,1556,3103,4650,6166,6494,7697,9248,10857,13286,13955,M35,3916,542
No-Limits,1472,2877,4282,5680,5985,7042,8493,9961,11441,12071,M45,1299,246
Dordrecht,1555,3069,4584,6054,6381,7539,9015,10502,12088,12890,M35,2180,343
Bennekom,1698,3421,5144,6887,7271,8615,10346,12039,13720,14403,M45,4756,839
IJsselstein Ut,1561,3092,4624,6195,6550,7796,9390,11050,12767,13426,M40,2909,576
Leidschendam,1917,3779,5642,7487,7918,9434,11434,13695,15970,16910,M40,6884,1196
Castelnau le lez,1586,3171,4757,6335,6692,7939,9623,11346,13267,14045,M40,3940,777
Rockanje,1633,3320,5007,6744,7140,8518,10289,12083,13919,14712,M55,4850,236
Amsterdam,1586,3139,4693,6165,6488,7633,9089,10520,11993,12661,MSR,2125,492
Rotterdam,1836,3764,5693,7740,8230,9938,12256,14691,17315,18405,M55,7376,405
Dubai,1587,3143,4700,6335,6704,7938,9564,11263,13109,13872,M45,3462,627
Hilversum,1195,2394,3594,4810,5082,6037,7247,8451,9737,10289,M40,285,45
Schipluiden,1757,3528,5300,7052,7444,8828,10628,12502,14467,15270,M45,5679,953
Katwijk Zh,1588,3172,4757,6337,6694,7910,9519,11195,12906,13637,M45,3140,565
Almere,1663,3332,5001,6668,7046,8356,10102,11944,14090,14953,MSR,5154,1009
Kamerik,1697,3411,5125,6851,7237,8614,10383,12198,13970,14659,M50,4800,557
Karlovy Vary,1499,2959,4419,6023,6361,7580,9107,10736,12361,13033,M45,2467,453
Rotterdam,1477,2862,4248,5699,6043,7248,8950,10871,12864,13717,M45,3310,596
Valkenburg Lb,1635,3266,4897,6518,6866,8156,9757,11432,13178,13903,MSR,3792,783
Voorburg,1669,3314,4959,6585,6948,8231,9867,11513,13172,13863,M40,3470,685
Velp Gld,1636,3243,4850,6462,6809,8015,9598,11186,12950,13723,M40,3443,680
TTW,1259,2518,3778,5049,5335,6328,7621,8925,10460,11116,M40,621,119
Rotterdam,1704,3336,4968,6607,6986,8333,10028,11757,13628,14415,M55,4748,230
Energie,1538,3104,4670,6261,6614,7869,9472,11143,12805,13494,M50,2893,321
Hercules,1755,3458,5161,6895,7276,8622,10334,12060,13903,14715,M50,4974,582
Rotterdam,1920,3812,5704,7777,8239,9818,12062,14715,17390,18552,M45,7400,1199
Spijkenisse,1694,3396,5098,6822,7207,8536,10271,12242,14432,15265,M35,5710,714
Berkenwoude,1595,3185,4775,6425,6789,8099,9802,11604,13530,14328,M50,4113,474
Hoofddorp,1771,3549,5327,7103,7504,8893,10722,12470,14571,15467,M65,5663,45
Brielle,1735,3445,5156,6906,7305,8674,10428,12291,14101,14894,M45,5222,907
De Lier,1581,3166,4751,6318,6683,7927,9522,11094,12692,13288,M50,2553,276
Sommelsdijk,1684,3437,5191,7146,7629,9252,11346,13810,16304,17231,MSR,6929,1248
Doesburg,1655,3281,4908,6512,6867,8105,9686,11261,12930,13688,M45,3411,616
